start_date,end_date,national_total,districts
2010-01-30,2010-02-05,1094,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 81}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 89}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 31}, {'district': <District.Kandy: 'Kandy'>, 'cases': 31}, {'district': <District.Matale: 'Matale'>, 'cases': 44}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 2}, {'district': <District.Galle: 'Galle'>, 'cases': 15}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 22}, {'district': <District.Matara: 'Matara'>, 'cases': 9}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 329}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 5}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 30}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 77}, {'district': <District.Ampara: 'Ampara'>, 'cases': 3}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 4}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 44}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 84}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 66}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 14}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 11}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 20}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 23}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 58}]"
2024-04-20,2024-04-26,576,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 111}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 68}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 37}, {'district': <District.Kandy: 'Kandy'>, 'cases': 73}, {'district': <District.Matale: 'Matale'>, 'cases': 16}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 7}, {'district': <District.Galle: 'Galle'>, 'cases': 19}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 32}, {'district': <District.Matara: 'Matara'>, 'cases': 3}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 34}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 4}, {'district': <District.Mannar: 'Mannar'>, 'cases': 1}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 2}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 11}, {'district': <District.Ampara: 'Ampara'>, 'cases': 4}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 17}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 21}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 19}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 4}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 3}, {'district': <District.Badulla: 'Badulla'>, 'cases': 9}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 10}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 44}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 23}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 4}]"
2024-08-17,2024-08-23,911,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 266}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 123}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 48}, {'district': <District.Kandy: 'Kandy'>, 'cases': 114}, {'district': <District.Matale: 'Matale'>, 'cases': 18}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 10}, {'district': <District.Galle: 'Galle'>, 'cases': 40}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 8}, {'district': <District.Matara: 'Matara'>, 'cases': 38}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 11}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 3}, {'district': <District.Mannar: 'Mannar'>, 'cases': 10}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 5}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 22}, {'district': <District.Ampara: 'Ampara'>, 'cases': 9}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 10}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 31}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 16}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 16}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 8}, {'district': <District.Badulla: 'Badulla'>, 'cases': 9}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 13}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 38}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 37}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 7}]"
2019-12-21,2019-12-27,3790,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 661}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 371}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 166}, {'district': <District.Kandy: 'Kandy'>, 'cases': 288}, {'district': <District.Matale: 'Matale'>, 'cases': 159}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 13}, {'district': <District.Galle: 'Galle'>, 'cases': 160}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 29}, {'district': <District.Matara: 'Matara'>, 'cases': 88}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 543}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 27}, {'district': <District.Mannar: 'Mannar'>, 'cases': 28}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 57}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 11}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 196}, {'district': <District.Ampara: 'Ampara'>, 'cases': 18}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 286}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 118}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 98}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 39}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 19}, {'district': <District.Badulla: 'Badulla'>, 'cases': 107}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 0}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 111}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 65}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 132}]"
2018-10-20,2018-10-26,552,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 127}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 68}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 17}, {'district': <District.Kandy: 'Kandy'>, 'cases': 52}, {'district': <District.Matale: 'Matale'>, 'cases': 7}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 10}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 13}, {'district': <District.Matara: 'Matara'>, 'cases': 6}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 54}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 5}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 6}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 34}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 20}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 46}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 10}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 4}, {'district': <District.Badulla: 'Badulla'>, 'cases': 14}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 7}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 21}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 20}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 6}]"
2020-05-23,2020-05-29,348,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 67}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 21}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 36}, {'district': <District.Kandy: 'Kandy'>, 'cases': 51}, {'district': <District.Matale: 'Matale'>, 'cases': 1}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 24}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 5}, {'district': <District.Matara: 'Matara'>, 'cases': 1}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 39}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 17}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 6}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 4}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 2}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 3}, {'district': <District.Badulla: 'Badulla'>, 'cases': 2}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 0}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 42}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 21}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 1}]"
2010-10-09,2010-10-15,219,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 51}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 18}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 12}, {'district': <District.Kandy: 'Kandy'>, 'cases': 19}, {'district': <District.Matale: 'Matale'>, 'cases': 2}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 8}, {'district': <District.Galle: 'Galle'>, 'cases': 11}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 6}, {'district': <District.Matara: 'Matara'>, 'cases': 1}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 2}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 1}, {'district': <District.Mannar: 'Mannar'>, 'cases': 5}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 1}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 2}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 15}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 3}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 8}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 3}, {'district': <District.Badulla: 'Badulla'>, 'cases': 9}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 12}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 21}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 9}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 3}]"
2024-09-21,2024-09-27,671,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 202}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 96}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 34}, {'district': <District.Kandy: 'Kandy'>, 'cases': 64}, {'district': <District.Matale: 'Matale'>, 'cases': 16}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 6}, {'district': <District.Galle: 'Galle'>, 'cases': 32}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 10}, {'district': <District.Matara: 'Matara'>, 'cases': 28}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 8}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 14}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 2}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 4}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 16}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 3}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 22}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 16}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 3}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 5}, {'district': <District.Badulla: 'Badulla'>, 'cases': 8}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 19}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 32}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 26}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 4}]"
2011-01-22,2011-01-28,167,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 60}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 29}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 8}, {'district': <District.Kandy: 'Kandy'>, 'cases': 7}, {'district': <District.Matale: 'Matale'>, 'cases': 2}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 0}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 3}, {'district': <District.Matara: 'Matara'>, 'cases': 4}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 9}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 1}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 5}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 2}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 0}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 7}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 10}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 4}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 1}, {'district': <District.Badulla: 'Badulla'>, 'cases': 5}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 2}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 4}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 2}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2021-11-06,2021-11-12,61,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 24}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 15}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 29}, {'district': <District.Kandy: 'Kandy'>, 'cases': 27}, {'district': <District.Matale: 'Matale'>, 'cases': 16}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 17}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 6}, {'district': <District.Matara: 'Matara'>, 'cases': 6}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 6}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 1}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 3}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 3}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 33}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 7}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 2}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 30}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 7}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 10}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 15}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 1}]"
2012-12-22,2012-12-28,439,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 95}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 82}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 10}, {'district': <District.Kandy: 'Kandy'>, 'cases': 15}, {'district': <District.Matale: 'Matale'>, 'cases': 5}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 4}, {'district': <District.Galle: 'Galle'>, 'cases': 6}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 7}, {'district': <District.Matara: 'Matara'>, 'cases': 14}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 33}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 7}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 4}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 4}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 52}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 15}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 22}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 1}, {'district': <District.Badulla: 'Badulla'>, 'cases': 12}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 6}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 8}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 28}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 6}]"
2022-04-02,2022-04-08,57,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 10}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 45}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 38}, {'district': <District.Kandy: 'Kandy'>, 'cases': 15}, {'district': <District.Matale: 'Matale'>, 'cases': 3}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 2}, {'district': <District.Galle: 'Galle'>, 'cases': 29}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 9}, {'district': <District.Matara: 'Matara'>, 'cases': 16}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 80}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 4}, {'district': <District.Mannar: 'Mannar'>, 'cases': 1}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 2}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 35}, {'district': <District.Ampara: 'Ampara'>, 'cases': 2}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 36}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 22}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 26}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 5}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 1}, {'district': <District.Badulla: 'Badulla'>, 'cases': 13}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 2}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 44}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 18}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 23}]"
2007-06-30,2007-07-06,81,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 26}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 3}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 4}, {'district': <District.Kandy: 'Kandy'>, 'cases': 3}, {'district': <District.Matale: 'Matale'>, 'cases': 1}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 0}, {'district': <District.Galle: 'Galle'>, 'cases': 2}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 0}, {'district': <District.Matara: 'Matara'>, 'cases': 4}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 0}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 1}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 0}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 1}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 18}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 0}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 7}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 0}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 1}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 5}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 5}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2019-05-25,2019-05-31,692,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 152}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 32}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 63}, {'district': <District.Kandy: 'Kandy'>, 'cases': 60}, {'district': <District.Matale: 'Matale'>, 'cases': 7}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 6}, {'district': <District.Galle: 'Galle'>, 'cases': 139}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 21}, {'district': <District.Matara: 'Matara'>, 'cases': 25}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 32}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 3}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 13}, {'district': <District.Ampara: 'Ampara'>, 'cases': 3}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 10}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 28}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 5}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 7}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 4}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 4}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 47}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 14}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 16}]"
2018-08-18,2018-08-24,804,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 201}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 135}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 50}, {'district': <District.Kandy: 'Kandy'>, 'cases': 76}, {'district': <District.Matale: 'Matale'>, 'cases': 18}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 2}, {'district': <District.Galle: 'Galle'>, 'cases': 10}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 15}, {'district': <District.Matara: 'Matara'>, 'cases': 24}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 38}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 6}, {'district': <District.Mannar: 'Mannar'>, 'cases': 3}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 14}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 2}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 40}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 16}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 28}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 4}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 12}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 4}, {'district': <District.Badulla: 'Badulla'>, 'cases': 11}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 11}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 45}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 31}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 7}]"
2010-07-31,2010-08-06,934,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 223}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 63}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 66}, {'district': <District.Kandy: 'Kandy'>, 'cases': 65}, {'district': <District.Matale: 'Matale'>, 'cases': 18}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 6}, {'district': <District.Galle: 'Galle'>, 'cases': 36}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 35}, {'district': <District.Matara: 'Matara'>, 'cases': 33}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 29}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 22}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 5}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 11}, {'district': <District.Ampara: 'Ampara'>, 'cases': 10}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 8}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 46}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 26}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 21}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 5}, {'district': <District.Badulla: 'Badulla'>, 'cases': 63}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 50}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 56}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 32}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 3}]"
